YrSold,HeatingQC,Street,YearRemodAdd,Heating,MasVnrType,BsmtUnfSF,Foundation,MasVnrArea,MSSubClass,ExterQual,Condition2,GarageCars,GarageType,OverallQual,TotalBsmtSF,BsmtFinSF1,HouseStyle,MiscFeature,MoSold
2008.0,TA,Pave,1959.0,GasA,None,0.0,CBlock,0.0,50.0,TA,Norm,2.0,Detchd,4.0,0.0,0.0,1.5Fin,,7.0
2007.0,Gd,Pave,2007.0,GasA,None,1125.0,PConc,0.0,20.0,TA,Norm,2.0,Attchd,5.0,1125.0,0.0,1Story,,4.0
2006.0,Ex,Pave,2005.0,GasA,None,600.0,PConc,0.0,160.0,TA,Norm,2.0,Detchd,7.0,600.0,0.0,2Story,,6.0
2008.0,Ex,Pave,2004.0,GasA,None,798.0,PConc,0.0,60.0,Gd,Norm,2.0,Attchd,6.0,798.0,0.0,2Story,,12.0
2008.0,Ex,Pave,1994.0,GasA,BrkFace,223.0,PConc,448.0,60.0,Gd,Norm,2.0,Attchd,7.0,1223.0,1000.0,2Story,,8.0
2009.0,Ex,Pave,2002.0,GasA,None,292.0,CBlock,0.0,20.0,TA,Norm,1.0,Detchd,6.0,972.0,680.0,1Story,,5.0
2009.0,Ex,Pave,1995.0,GasA,None,544.0,PConc,0.0,60.0,Gd,Norm,2.0,Attchd,8.0,1128.0,584.0,2Story,,6.0
2010.0,TA,Pave,1956.0,GasA,None,405.0,CBlock,0.0,20.0,TA,Norm,1.0,Attchd,5.0,1144.0,739.0,1Story,,6.0
2006.0,Ex,Pave,1958.0,GasA,BrkFace,468.0,CBlock,120.0,80.0,TA,Norm,1.0,BuiltIn,5.0,1062.0,300.0,SLvl,,7.0
2010.0,TA,Pave,2001.0,GasA,None,0.0,BrkTil,0.0,50.0,TA,Norm,2.0,Detchd,5.0,926.0,234.0,1.5Fin,,4.0
2006.0,Ex,Pave,1998.0,GasA,BrkFace,130.0,PConc,530.0,60.0,Gd,Norm,2.0,Attchd,8.0,1086.0,956.0,2Story,,6.0
2008.0,TA,Pave,1950.0,GasW,None,124.0,CBlock,0.0,190.0,TA,Norm,1.0,Detchd,5.0,1164.0,1040.0,1Story,,8.0
2008.0,TA,Pave,1951.0,GasA,None,100.0,CBlock,0.0,20.0,TA,Norm,2.0,Detchd,5.0,952.0,852.0,1Story,,6.0
2008.0,Fa,Pave,1987.0,OthW,None,425.0,BrkTil,0.0,70.0,TA,Norm,0.0,,8.0,684.0,259.0,2Story,,12.0
2009.0,Ex,Pave,2007.0,GasA,BrkFace,72.0,CBlock,260.0,20.0,Gd,Norm,2.0,Attchd,6.0,880.0,808.0,1Story,,12.0
2008.0,Ex,Pave,2000.0,GasA,None,482.0,BrkTil,0.0,190.0,TA,Norm,2.0,Detchd,6.0,482.0,0.0,1.5Fin,,4.0
2010.0,Ex,Pave,1970.0,GasA,BrkFace,426.0,CBlock,180.0,20.0,TA,Norm,2.0,Attchd,6.0,1004.0,578.0,1Story,Shed,3.0
2006.0,TA,Pave,1950.0,GasA,None,363.0,CBlock,0.0,50.0,TA,Norm,1.0,Detchd,4.0,747.0,384.0,1.5Fin,,8.0
2007.0,TA,Pave,1950.0,GasA,None,270.0,BrkTil,0.0,30.0,TA,Norm,2.0,Detchd,5.0,915.0,645.0,1Story,,5.0
2009.0,TA,Pave,1950.0,GasA,None,740.0,PConc,0.0,30.0,TA,Norm,2.0,Detchd,5.0,1145.0,405.0,1Story,,10.0
2006.0,Gd,Pave,1986.0,GasA,None,371.0,PConc,0.0,120.0,TA,Norm,2.0,Attchd,7.0,1453.0,1082.0,1Story,,12.0
2010.0,Ex,Pave,2002.0,GasA,BrkFace,223.0,PConc,479.0,20.0,Gd,Norm,2.0,Attchd,8.0,1581.0,1358.0,1Story,Shed,5.0
2007.0,Ex,Pave,2006.0,GasA,Stone,1588.0,PConc,410.0,20.0,Gd,Norm,3.0,Attchd,8.0,1588.0,0.0,1Story,,12.0
2006.0,TA,Pave,1958.0,GasA,BrkFace,75.0,CBlock,105.0,190.0,TA,Norm,1.0,Attchd,6.0,588.0,513.0,SLvl,,3.0
2006.0,TA,Pave,1961.0,GasA,None,135.0,CBlock,0.0,20.0,TA,Norm,1.0,Attchd,5.0,1050.0,915.0,1Story,,1.0
2007.0,TA,Pave,1965.0,GasA,BrkFace,440.0,CBlock,48.0,20.0,TA,Norm,1.0,Attchd,4.0,960.0,520.0,1Story,,5.0
2006.0,Fa,Pave,1950.0,GasA,None,810.0,CBlock,0.0,50.0,TA,Norm,1.0,Detchd,5.0,810.0,0.0,1.5Fin,,8.0
2009.0,Gd,Pave,1968.0,GasA,None,1489.0,CBlock,0.0,20.0,TA,Norm,2.0,Attchd,6.0,1489.0,0.0,1Story,,8.0
2007.0,Ex,Pave,2007.0,GasA,Stone,600.0,PConc,205.0,20.0,Ex,Norm,3.0,Attchd,7.0,1726.0,1126.0,1Story,,9.0
2008.0,Ex,Pave,2003.0,GasA,None,1362.0,PConc,0.0,50.0,TA,Norm,2.0,Detchd,7.0,1362.0,0.0,1.5Fin,,6.0
2006.0,TA,Pave,1990.0,GasA,BrkFace,256.0,CBlock,54.0,20.0,TA,Norm,2.0,Attchd,7.0,1309.0,1053.0,1Story,,7.0
2009.0,Ex,Pave,1998.0,GasA,BrkFace,503.0,PConc,731.0,60.0,Gd,Norm,3.0,Attchd,8.0,1284.0,781.0,2Story,,5.0
2006.0,Ex,Pave,2006.0,GasA,None,879.0,PConc,0.0,60.0,Gd,Norm,3.0,BuiltIn,7.0,879.0,0.0,2Story,,11.0
2009.0,TA,Pave,2007.0,GasA,None,112.0,CBlock,0.0,85.0,TA,Norm,2.0,Detchd,5.0,768.0,656.0,SFoyer,,3.0
2007.0,Fa,Pave,1950.0,GasA,None,0.0,Slab,0.0,20.0,Fa,Norm,0.0,,1.0,0.0,0.0,1Story,,1.0
2008.0,TA,Pave,1965.0,GasA,None,244.0,CBlock,0.0,20.0,TA,Norm,1.0,Attchd,6.0,1136.0,892.0,1Story,,7.0
2006.0,Ex,Pave,1998.0,GasA,BrkFace,36.0,PConc,443.0,120.0,TA,Norm,2.0,Attchd,6.0,1237.0,1201.0,1Story,,3.0
2006.0,TA,Pave,1964.0,GasA,None,0.0,CBlock,0.0,20.0,TA,Norm,1.0,Attchd,5.0,912.0,312.0,1Story,,11.0
2007.0,TA,Pave,1962.0,GasA,BrkFace,324.0,CBlock,288.0,60.0,TA,Norm,1.0,Attchd,5.0,864.0,540.0,2Story,,7.0
2008.0,Ex,Pave,1997.0,GasA,None,342.0,PConc,0.0,75.0,TA,Norm,1.0,Detchd,5.0,720.0,378.0,2.5Fin,,7.0
2006.0,TA,Pave,1996.0,GasA,None,658.0,PConc,0.0,50.0,TA,Norm,0.0,,5.0,658.0,0.0,1.5Fin,,5.0
2007.0,TA,Pave,1950.0,GasA,None,925.0,CBlock,0.0,190.0,Fa,Norm,1.0,Detchd,7.0,925.0,0.0,2.5Unf,,1.0
2007.0,Gd,Pave,2002.0,GasA,None,658.0,CBlock,0.0,20.0,TA,Norm,2.0,Detchd,5.0,1063.0,405.0,1Story,,7.0
2008.0,TA,Pave,1981.0,GasA,BrkFace,606.0,CBlock,210.0,20.0,TA,Norm,2.0,Attchd,6.0,1422.0,588.0,1Story,,6.0
2007.0,TA,Pave,1967.0,GasA,None,1632.0,CBlock,0.0,90.0,TA,Norm,2.0,Attchd,5.0,1632.0,0.0,1Story,,6.0
2009.0,Ex,Pave,2001.0,GasA,BrkFace,1630.0,PConc,171.0,20.0,Gd,Norm,2.0,Attchd,7.0,1630.0,0.0,1Story,,10.0
2009.0,TA,Pave,1982.0,GasA,None,1013.0,CBlock,0.0,50.0,Fa,Feedr,0.0,,3.0,1013.0,0.0,1.5Fin,,10.0
2009.0,Fa,Pave,1950.0,Wall,None,0.0,Slab,0.0,90.0,TA,Norm,2.0,Detchd,4.0,0.0,0.0,1Story,,6.0
2010.0,TA,Pave,1950.0,GasA,None,806.0,PConc,0.0,70.0,TA,Norm,1.0,Detchd,6.0,806.0,0.0,2Story,,5.0
2009.0,TA,Pave,1950.0,GasA,None,500.0,BrkTil,0.0,50.0,TA,Norm,2.0,Detchd,4.0,1122.0,622.0,1.5Fin,,12.0
2009.0,TA,Pave,1953.0,GasA,Stone,131.0,CBlock,238.0,20.0,TA,Norm,2.0,Attchd,6.0,1416.0,1285.0,1Story,,10.0
2007.0,Ex,Pave,2007.0,GasA,Stone,1482.0,PConc,270.0,60.0,Gd,Norm,3.0,BuiltIn,8.0,1482.0,0.0,2Story,,11.0
2007.0,Ex,Pave,1950.0,GasA,None,764.0,PConc,0.0,70.0,TA,Norm,2.0,Detchd,6.0,764.0,0.0,2Story,,7.0
2008.0,TA,Pave,1964.0,GasA,BrkFace,288.0,CBlock,259.0,80.0,TA,Norm,2.0,Attchd,6.0,1248.0,624.0,SLvl,,6.0
2009.0,TA,Pave,1976.0,GasA,None,0.0,CBlock,0.0,120.0,TA,Norm,2.0,Attchd,6.0,958.0,958.0,1Story,,10.0
2008.0,Gd,Pave,2000.0,GasA,None,833.0,BrkTil,0.0,50.0,TA,Norm,2.0,Detchd,6.0,833.0,0.0,1.5Fin,,6.0
2009.0,Ex,Pave,1993.0,GasA,None,165.0,CBlock,0.0,20.0,TA,Norm,2.0,Attchd,4.0,1281.0,1116.0,1Story,,6.0
2009.0,Gd,Pave,1992.0,GasA,BrkFace,598.0,PConc,106.0,20.0,TA,Norm,2.0,Attchd,6.0,1158.0,560.0,1Story,,7.0
2010.0,TA,Pave,1950.0,GasA,None,641.0,CBlock,0.0,50.0,TA,Norm,1.0,Detchd,6.0,735.0,94.0,1.5Fin,,4.0
2009.0,TA,Pave,1967.0,GasA,BrkFace,460.0,CBlock,60.0,20.0,TA,Norm,1.0,Attchd,5.0,892.0,432.0,1Story,,7.0
2010.0,TA,Pave,1992.0,GasA,Stone,278.0,CBlock,294.0,30.0,TA,Norm,1.0,Attchd,5.0,788.0,510.0,1Story,,2.0
2006.0,Ex,Pave,2006.0,GasA,None,1140.0,PConc,0.0,20.0,TA,Norm,0.0,,5.0,1140.0,0.0,1Story,,7.0
2008.0,TA,Pave,1963.0,GasA,BrkFace,380.0,CBlock,415.0,60.0,TA,Norm,2.0,Attchd,6.0,780.0,400.0,2Story,,10.0
2007.0,TA,Pave,1976.0,GasA,BrkFace,692.0,CBlock,298.0,60.0,TA,Norm,2.0,Attchd,6.0,848.0,156.0,2Story,,6.0
2009.0,Ex,Pave,2008.0,GasA,Stone,252.0,PConc,160.0,60.0,Ex,Norm,3.0,Attchd,10.0,1017.0,765.0,2Story,,4.0
2007.0,Ex,Pave,1950.0,GasA,None,691.0,BrkTil,0.0,30.0,TA,Norm,1.0,Detchd,5.0,691.0,0.0,1Story,,1.0
2009.0,Ex,Pave,2008.0,GasA,None,768.0,PConc,0.0,60.0,Gd,Norm,2.0,Attchd,8.0,768.0,0.0,2Story,,6.0
2006.0,Gd,Pave,1972.0,GasA,None,550.0,CBlock,0.0,50.0,TA,Norm,1.0,Attchd,6.0,994.0,444.0,1.5Fin,,10.0
2010.0,Gd,Pave,1999.0,GasA,None,994.0,PConc,0.0,60.0,TA,Norm,2.0,Attchd,7.0,994.0,0.0,2Story,,6.0
2008.0,Ex,Pave,2003.0,GasA,BrkFace,334.0,PConc,252.0,60.0,Gd,Norm,2.0,Attchd,7.0,884.0,550.0,2Story,,7.0
2006.0,Ex,Pave,1996.0,GasA,BrkFace,543.0,PConc,1378.0,60.0,Gd,Norm,3.0,Attchd,10.0,1930.0,1387.0,2Story,,7.0
2006.0,TA,Pave,1985.0,GasA,BrkFace,40.0,CBlock,85.0,20.0,Gd,Norm,2.0,Attchd,6.0,1298.0,1258.0,1Story,,5.0
2010.0,TA,Pave,1997.0,GasA,None,254.0,CBlock,0.0,20.0,TA,Norm,2.0,Attchd,7.0,1501.0,1247.0,1Story,,3.0
2006.0,Ex,Pave,1970.0,GasA,None,77.0,CBlock,0.0,180.0,TA,Norm,0.0,,5.0,630.0,553.0,SFoyer,,8.0
2006.0,Gd,Pave,1980.0,GasA,None,706.0,BrkTil,0.0,30.0,TA,Norm,2.0,Detchd,6.0,1103.0,397.0,1Story,,7.0
2010.0,Gd,Pave,1950.0,GasA,None,859.0,Stone,0.0,50.0,TA,Norm,1.0,Detchd,4.0,859.0,0.0,1.5Fin,,1.0
2007.0,Ex,Pave,1990.0,GasA,None,999.0,CBlock,0.0,30.0,TA,Norm,2.0,Detchd,4.0,1196.0,197.0,1Story,,7.0
2008.0,Ex,Pave,2008.0,GasA,None,1372.0,PConc,0.0,20.0,Gd,Norm,2.0,Attchd,7.0,1372.0,0.0,1Story,,5.0
2008.0,Gd,Pave,1962.0,GasA,BrkFace,728.0,CBlock,305.0,80.0,TA,Norm,1.0,Basment,6.0,1099.0,371.0,SLvl,,12.0
2007.0,Ex,Pave,2004.0,GasA,BrkFace,1422.0,PConc,106.0,20.0,Gd,Norm,2.0,Attchd,7.0,1422.0,0.0,1Story,,11.0
2007.0,Ex,Pave,1992.0,GasA,None,595.0,PConc,0.0,60.0,Gd,Norm,2.0,Attchd,6.0,1580.0,985.0,2Story,,6.0
2010.0,Ex,Pave,2004.0,GasA,None,1121.0,PConc,0.0,20.0,TA,Norm,2.0,Attchd,4.0,1121.0,0.0,1Story,,3.0
2007.0,Ex,Pave,2005.0,GasA,BrkFace,1143.0,PConc,344.0,60.0,Gd,Norm,3.0,BuiltIn,8.0,1143.0,0.0,2Story,,10.0
2007.0,TA,Pave,1962.0,GasA,None,640.0,CBlock,0.0,20.0,TA,Norm,2.0,Detchd,5.0,1057.0,417.0,1Story,,4.0
2009.0,Ex,Pave,1978.0,GasA,BrkFace,0.0,PConc,104.0,85.0,TA,Norm,2.0,Attchd,5.0,1097.0,1097.0,SFoyer,,7.0
2010.0,Ex,Pave,2007.0,GasA,BrkFace,628.0,PConc,348.0,60.0,Gd,Norm,3.0,Attchd,8.0,1152.0,524.0,2Story,,4.0
